Dataset,c1r1,c1r2,c1r3,c1r4,c1r5,c1r6,c1r7,c1r8,c2r1,c2r2,c2r3,c2r4,c2r5,c2r6,c2r7,c2r8,c3r1,c3r2,c3r3,c3r4,c3r5,c3r6,c3r7,c3r8,c4r1,c4r2,c4r3,c4r4,c4r5,c4r6,c4r7,c4r8,c5r1,c5r2,c5r3,c5r4,c5r5,c5r6,c5r7,c5r8,c6r1,c6r2,c6r3,c6r4,c6r5,c6r6,c6r7,c6r8,c7r1,c7r2,c7r3,c7r4,c7r5,c7r6,c7r7,c7r8,c8r1,c8r2,c8r3,c8r4,c8r5,c8r6,c8r7,c8r8
107,0.77805436,1,0.916519057,1,0.848293521,0.97250979,0.578594152,0.823407003,0.624715355,0.660566364,0.879725659,0.702945629,0.464635908,0.894613474,0.936385236,0.877428317,0.596096409,0.696311292,0.715275602,0.576977904,0.426131764,0.62842013,0.676949922,0.303107239,0.634446491,0.727701907,0.703414293,0.392645119,0.803665338,0.625095873,0.80725656,0.552918592,0.330914529,0.022325926,0.167573021,0.553867989,0.729064734,0.543108197,0.448607895,0.21496472,0.625439365,0.404452839,0.31493421,0.235194255,0.256587179,0.424512046,0.100454069,0.818653768,0.442872938,0.184526653,0.207189679,0.062240174,0.006488601,0.251068357,0.47812835,0.093676953,0.258343053,0.244273536,0.0241261,0.023828652,0.116027998,0.330893104,0,0.196883282
108,0.792617459,1,0.40107478,0.816753602,0.473704038,0.904474882,0.631225771,0.981774957,0.695977161,0.401425364,0.562090048,0.564236732,0.931920878,0.356493478,0.530407565,0.616217702,0.622974828,0.618875931,0.264099984,0.28678048,0.831315741,0.774079033,0.710319347,0.969667667,0.442336701,0.430142038,0.725355419,0.58381193,0.625965468,0.822125982,0.731825134,0.650157737,0.760222047,0.493820686,0.495828238,0.543605161,0.191556475,0.408040324,0.232859176,0.372310964,0.130497982,0.068031805,0.390882414,0.333900831,0.324342852,0.11918928,0.482820042,0.358988146,0.153380692,0.177160867,0.319361798,0.72293049,0.387427437,0.245827847,0.482096739,0.364015703,0.091137033,0.136195889,0.098457867,0,0.178369711,0,0.282267827,0
109,0.320040352,1,1,1,0.93796578,0.78921122,0.358808042,1,0.957283682,0.36851431,0.615032721,0.447615,0.504499789,0.394482795,0.834800096,0.893659974,0.857373308,0.539472191,0.649878468,0.839397718,0.691807189,0.661077838,0.703504862,0.773627348,0.50862757,0.268925654,0.661394274,0.299288447,0.71810104,0.76541317,0.538110231,0.651122568,0.246919711,0.562664533,0.834423226,0.670469723,0.838638408,0.23993951,0.312260209,0.63562251,0.113025696,0.048899253,0.151432881,0.224610455,0.670691813,0.663086856,0.37740993,0.375463217,0.415172273,0.057099733,0.231644634,0.599440727,0.151976503,0.369002624,0.183614865,0.299536991,0,0.724395989,0.529663353,0.635591487,0.098998657,0,0,0.19715503
110,1,0.770139161,0.575698097,0.629587462,0.941562468,0.704366899,1,0.672957338,0.303954928,0.859913162,0.978143486,0.689992005,0.849221937,0.831538319,0.872223136,0.631057849,0.68290767,0.727729315,0.670218301,0.801659229,0.391545982,0.819743365,0.43219735,0.49942698,0.396242925,0.364074059,0.720364529,0.125855754,0.903341313,0.676068686,0.578340171,0.776074885,0.311788553,0.638000821,0.429818223,0.581699981,0.505932424,0.386516515,0.486491217,0.56142423,0.186667617,0.198132162,0.227139737,0.408979004,0.2844011,0.29690321,0.526512683,0.105101648,0.279814726,0.006280522,0.120287931,0.259066986,0.540016148,0.086386077,0.156844703,0.041640373,0.059553646,0.348941504,0,0.044478941,0.428035982,0.302756122,0.192013146,0.599891432
111,1,0.644118316,0.930606938,0.275519167,0.823989707,0.905093813,0.737482577,0.898806457,0.96066102,0.553632271,0.705292497,0.976893893,0.508588962,0.651949634,0.97415989,0.902857002,0.592434425,0.641881074,0.4514952,0.386836777,0.528175935,0.764660458,0.653345276,0.694127097,0.997696692,0.542259638,0.588999622,0.616862783,0.803499036,0.692526936,0.816437348,0.742404078,0.311286699,0.716070465,0.401868489,0.145300269,0.403689978,0.624757314,0.152852716,0.259344402,0.48179794,0.24866988,0.388387072,0.339681836,0.213170065,0.068964406,0.024287231,0.293911262,0.167117357,0.290480022,0.318641017,0.464882427,0.258132344,0.336746104,0.225491409,0.30241735,0.03633209,0.045854518,0.839742538,0.212632831,0,0.325979138,0,0.000806376
112,1,0.984418587,1,0.943810779,1,0.333362628,0.817545593,0.822172415,0.610887429,0.439097745,0.635749614,0.528522258,0.656001599,0.592913067,0.522277296,0.885657708,0.722658465,0.643652913,0.901046629,0.787812429,0.759016434,0.644224291,0.508073598,0.513218754,0.468950285,0.505254207,0.566170557,0.394650693,0.841450985,0.312213765,0.396550676,0.920172986,0.382527648,0.692446089,0.661326758,0.692053124,0.457393618,0.136935495,0.232635764,0.8432079,0.471331054,0.531099162,0.384449607,0.285332594,0.232807858,0.534815442,0.141105689,0.393727986,0.362621901,0.013135934,0.338168085,0.059686301,0.149266159,0.117560593,0.314050695,0.37641185,0.415665388,0.184234661,0.076033391,0,0.534456496,0,0.044332184,0.399316506
113,0.606561127,0.555223653,0.704895679,1,0.931882816,0.971560522,0.986608102,0.329047885,0.683624739,0.630318823,0.444093524,0.777678848,0.804291206,0.259596137,0.825492719,0.551771365,0.665622686,0.777579637,0.711077989,0.429245231,0.869756483,0.772078993,0.521799731,0.903238838,0.624888017,0.429792948,0.685249008,0.776719706,0.337958537,0.276844711,0.473739803,0.817148675,0.440570099,0.270112481,0.440146576,0.620688308,0.139834998,0.782337476,0.198164314,0.449257466,0.45104083,0.528668697,0.190653998,0.409699307,0.369026687,0.360645229,0.255603163,0.020317348,0.289434802,0.411192867,0.208137169,0.31565396,0.4150055,0.127469434,0.41165647,0.300658199,0.674549907,0,0.241402599,0.293835484,0.430481284,0.116688097,0.235156033,0.337333507
114,0.842363645,0.981399789,0.782498224,0.624130848,0.73565972,0.663367081,0.652394808,0.714919854,0.493994742,0.321089043,0.738617744,0.930834175,0.893711685,0.501907787,0.762988615,0.856822426,0.833455117,0.593083519,0.735792926,0.61646292,0.596764166,0.663232427,0.419000788,0.614252192,0.483642402,0.470742879,0.67521428,0.514279861,0.468267445,0.458383187,0.768362526,0.63139139,0.297663668,0.142468304,0.344818009,0.443724952,0.813112069,0.27767767,0.245497111,0.941158562,0.409429154,0.568361069,0.102720826,0.29547727,0.195690949,0.248639093,0.324286873,0.445796293,0.56008943,0.254078046,0.048340512,0.10125097,0.410773569,0.48317489,0.246661466,0.019842394,0.246976678,0,0.250317546,0.069031887,0,0.387718271,0.198991306,0.337650205
115,0.963280166,0.678717115,0.696115504,0.788499868,0.525501825,0.382249873,0.815946341,0.674528339,0.664030766,0.784567049,0.971725399,0.808261854,0.583730686,0.943637406,0.601655231,0.409517238,0.626785111,0.791984928,0.499649348,0.677763552,0.908908429,0.904861916,0.85685459,0.335812046,0.87259604,0.460964896,0.924694956,0.51403313,0.638020136,0.82103164,0.587871025,0.614037551,0.461507856,0.16633054,0.370517535,0.840158979,0.418529822,0.562337638,0.475093567,0.749625426,0.725458068,0.185563253,0.421852773,0.106545861,0.213149459,0.31400874,0.071995911,0.107238244,0.039811954,0.300261607,0.061055547,0.224146907,0.137485751,0.001504778,0.135339384,0.17146689,0.557382915,0.302034256,0.117279322,0,0.214031569,0.54813682,0.199732173,0.221978707
116,0.792369166,0.993029207,0.612217099,0.391781179,0.884671912,0.844044841,1,0.957364297,0.836640772,0.984871545,0.863299267,0.798540364,0.649043011,0.642300833,0.933631696,0.894148959,0.764545004,0.371610782,0.744778838,0.370973577,0.346612884,0.741708452,0.603826227,0.781509256,0.63414676,0.807789528,0.577593074,0.813902942,0.385296498,0.868459924,0.662207388,0.721646671,0.534589695,0.752870177,0.534837199,0.955725572,0.348287357,0.612429467,0.224643272,0.470165478,0.266379977,0.078772497,0.530293535,0.154422163,0.113357167,0.557961085,0.406931674,0.301256285,0.142282091,0.299776045,0.077742298,0.219840613,0.452281334,0.160519017,0.435751014,0.391182546,0.375610701,0.185908172,0.017729344,0.311140433,0.65275549,0.374325128,0.076245936,0.006328578
117,0.930974069,0.921360711,0.73667709,0.767402007,0.628409605,0.738476163,0.760378858,0.69539383,0.859639549,0.931596932,0.827385913,0.724516881,0.395116358,0.565899878,0.503047673,0.728769184,0.979164104,0.549184026,0.510862442,0.876302988,0.488752635,0.713070647,0.763568426,0.937058026,0.656570931,0.512862218,0.41949568,0.552799352,0.377321874,0.117531426,0.527012362,0.358913394,0.723779439,0.016649063,0.3183872,0.249299728,0.487739176,0.529419114,0.245076085,0.619259057,0.195397007,0.221150724,0.227499316,0.248880372,0.472271592,0.283251466,0.20049092,0.417355447,0.948871638,0.303426243,0.175043478,0.14488279,0.223133334,0.155984527,0.277612071,0.337308054,0.292593652,0.057271245,0.043188456,0,0.267624555,0.04020641,0.041610646,0.231570265
118,1,0.418790527,0.488066028,1,0.416615666,1,0.743794401,1,0.633665239,0.444872131,0.789375789,0.54044649,0.918690509,0.640565655,0.635506659,0.480064379,0.637980839,0.885529952,0.521213538,0.43137712,0.391452489,0.346203475,0.279877178,0.561267656,0.375523757,0.421672138,0.797430244,0.324578397,0.783791581,0.747974403,0.124407523,0.443846751,0.043055396,0.397974129,0.413872823,0.307243942,0.43701875,0.218627203,0.717502921,0.191103332,0.387393225,0.522657569,0.312844409,0.623284824,0.311546771,0.331729594,0.327520224,0.141100404,0.209180044,0.434361139,0.626885284,0.123448241,0.509331173,0.179420204,0.016812316,0.160528748,0.217175352,0.678644382,0.599484443,0.230079807,0,0.15201086,0.570040909,0.044646518
119,0.681238263,0.810696805,0.612373418,0.555036261,0.773514925,0.668195916,0.885865088,0.664290846,0.790095519,0.61907492,0.987131564,0.866961909,0.788664259,0.492694247,0.463055296,0.266180549,0.908570079,0.608444796,0.53258285,0.701463616,0.693127526,0.921532558,0.743112446,0.645339455,0.161611145,0.613583884,0.684959979,0.533714616,0.63327854,0.746949616,0.343205739,0.302954263,0.148902519,0.4272922,0.232769019,0.764677854,0.57974954,0.806289222,0.258331237,0.260101592,0.560965472,0.681709902,0.587130765,0.590511393,0.065820665,0.510050864,0.556957953,0.338208563,0.582393031,0.261713415,0.216808081,0.121379712,0.176371753,0.495927094,0.484262796,0.352414704,0.528784138,0.231400774,0.522197914,0,0.293904409,0.216315365,0.134540868,0.120778591
